index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	levelup-skill	Nova	100	41																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	levelup-skill	Frost Nova	100	43																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	levelup-skill	Blaze	100	29																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	levelup-skill	Venom	100	23																																	0
Mistraze	100	1	0	2		80	80	ssd	Short Sword			5	5000			flpuni	1x3_3				res-all		40	60	str%		50	150	allskills		1	4	crush/time		1	7	att%		20	100																													0
Frosthunger	100	1	0	2		77	77	ush	troll nest			5	5000			flpuni					mag%		20	40	life-kill		100	400	att%/time		50	100	lifesteal		10	20	hit-skill	Frost Nova	10	15	swing3		10	40	freeze		30	50	abs-all		10	25																	0
Auburnfire	100	1		1		18	18	hax				5	5000	cred	cred	flpuni					dmg-min		10	15	dmg-max		35	45	dmg-fire		35	50	dmg-ltng		25	50	res-ltng		15	25																													0
Gangrene Reaper	100	1		3		6	6	hax				5	5000	cgrn		flpuni	invaxe19				dmg%		100	150	dmg-pois	100	55	55	noheal		1	1	rep-dur	15			str		10	10																													0
Easebringer	100	1		1		22	22	axe				5	5000			flpuni	invaxe13				dmg-min		15	20	dmg-max		40	50	ease		-40	-40	swing2		25	25	lifesteal		6	6																													0
Goreflood	100	1		3		10	10	axe				5	5000	cred	cred	flpuni					dmg%		120	170	bloody		1	1	wounds/lvl	24			skilltab	13	1	3	lifesteal		3	5	pierce-fire		5	10																									0
Deathspade	0	1		5		7	7	axe				5	5000	dgld		flpuni	invaxeu				stupidity		1	1	dmg-min		4	12	att%		10	20	mana-kill		3	5	dmg%		60	100	dmg-max		5	10																									0
Longsuffering	100	1		1		25	25	2ax				5	5000	dgrn		flpuni	invaxe12				dmg-norm		20	50	cold-len	200			dmg-pois	100	200	200	slow		20	20	noheal		1	1	openwounds		44	44																									0
Lungreaver	100	1		3		14	14	2ax				5	5000			flpuni	invaxe11				dmg%		130	180	slow		10	10	lifesteal		5	7	move1		15	15	sock		1	2																													0
Bladebone	0	1		5		11	11	2ax				5	5000	lgry	lgry	flpuni					dmg-undead		100	100	att-undead		40	100	swing2		20	20	ac		15	25	fire-min		8	8	fire-max		10	15	dmg%		75	100																					0
Broken Earth	100	1		1		30	30	mpi				5	5000	lgry	lgry	flpuni					dmg-min		15	20	dmg-max		30	60	hit-skill	234	6	3	dru		1	1	swing1		15	15	res-cold		33	33	res-pois		33	33																					0
Occam's Razor	100	1		3		23	23	mpi				5	5000			flpuni					dmg%		140	190	deadly		40	40	allskills		1	1	aura	99	5	7	oskill	axe mastery	3	6	res-fire		15	25																									0
Mindrend	0	1		5		18	18	mpi				5	5000	lgrn		flpuni	invmpiu				stupidity		2	2	regen-mana		20	30	ltng-min		1	1	ltng-max		12	15	att		50	100	dmg%		60	100	openwounds		15	15																					0
Shadazar's Answer	100	1		1		35	35	wax				5	5000	lblu	lblu	flpuni					dmg-norm		20	70	allskills		1	1	knock		2	2	lifesteal		5	5	mana-kill		3	5	red-dmg		8	10	dur		40	40																					0
Deathflake	100	1		3		30	30	wax				5	5000			flpuni					dmg%		175	200	dmg-max		20	30	charged	raise skeleton	2	40	heal-kill		5	8	dmg-undead		200	200	aura	119	2	4																									0
Rakescar	0	1		5		27	27	wax				5	5000	dgry	dgry	flpuni					pois-min		128	128	pois-max		128	128	pois-len		75	75	att		50	50	res-pois		50	50	dmg%		75	150	swing2		30	30																					0
Bloody Scalp	100	1		1		44	44	9ha				5	5000			flpuni					dmg%		100	135	dmg/lvl	8			swing2		20	20	bloody		1	1	deadly		17	17	openwounds		77	77	att%		20	20																					0
Pure Rancor	100	1		3		38	38	9ha				5	5000	dgrn	dgrn	flpuni	invhax				dmg%		175	200	bar		2	2	swing2		20	20	res-pois		25	25	dmg-pois	100	466	466	oskill	decrepify	1	3	dur		45	45																					0
Coldkill	100	1		5		32	32	9ha				5	5000	cblu	cblu	flpuni					dmg-cold	50	40	40	res-cold		15	15	res-cold-max		15	15	swing3		30	30	hit-skill	45	10	10	gethit-skill	44	10	5	dmg%		150	190																					0
Slayer of Trents	100	1		3		45	45	9ax				5	5000	dgrn		flpuni	invaxe3				dmg%		170	200	dmg-norm		15	30	dmg-demon		100	100	reduce-ac		15	15	rep-dur	10			charged	130	15	10	res-pois		25	35																					0
Edge of Forever	100	1		1		49	49	9ax				5	5000			flpuni	invaxe				dmg%		180	210	allskills		1	1	gethit-skill	53	7	12	rep-dur	15			dmg-norm		20	50	res-pois-len		35	35	sock		1	2																					0
Butcher's Pupil	100	1		5		39	39	9ax				5	5000	cblu		flpuni	invaxe8				deadly		35	35	openwounds		25	25	dmg%		150	200	indestruct		1	1	swing3		30	30	dmg-norm		30	50																									0
Cryohydra	100	1		1		56	56	92a				5	5000	dblu		flpuni	invaxe7				dmg%		150	200	dmg-max		30	50	dmg-cold	350	10	20	freeze		5	5	res-fire		55	55	res-cold		30	40	gethit-skill	39	75	20																					0
Harvest of Souls	100	1		3		50	50	92a				5	5000	blac		flpuni	invaxe22				dmg%		190	230	swing3		30	30	oskill	bone spirit	4	7	aura	118	8	12	dmg-undead		175	175	lifesteal		5	8	noheal		1	1																					0
Islestrike	100	1		5		43	43	92a				5	5000			flpuni					dru		2	2	str		10	10	dex		10	10	vit		10	10	enr		10	10	ac-miss		50	50	crush		25	25	dmg%		170	190	skill	233	1	1	skill	248	1	1									0
Cornugon	100	1		3		53	53	9mp				5	5000	oran	oran	flpuni					dmg%		160	220	dmg-demon		250	250	manasteal		10	10	demon-heal		35	35	ac		35	50	red-dmg		10	15	red-mag		8	12	res-ltng		15	25																	0
Groundshatter	100	1		1		60	60	9mp				5	5000			flpuni	invmpi				dmg%		200	240	hit-skill	234	12	7	fireskill		2	2	att		250	250	str		20	20	dmg-max		30	50	red-dmg		5	9	res-fire		35	40	res-cold		25	35													0
Pompe's Wrath	100	1		5		45	45	9mp				5	5000	cred	cred	flpuni					hit-skill	244	4	8	slow		50	50	dmg-fire		35	150	knock		1	1	dmg%		140	170																													0
Couatl	100	1		1		65	65	9wa				5	5000	lgrn		flpuni	invaxe5				dmg%		175	200	dmg-norm		10	50	swing3		50	50	move3		50	50	balance3		50	50	block3		50	50																									0
Antics of the Jester	100	1		3		57	57	9wa				5	5000	oran	oran	flpuni	invwax				dmg%		225	260	howl		1	66	heal-kill		1	10	res-all		1	35	extra-cold		1	10	swing3		55	55	sock		1	2																					0
Guardian Naga	100	1		5		48	48	9wa				5	5000			flpuni					hit-skill	92	5	8	thorns		15	15	res-pois		30	30	dmg%		150	180	dmg-pois	250	256	256	dmg-max		20	20																									0
Marilith	100	1		1		68	68	7ha				5	5000	dyel	dyel	flpuni					dmg%		200	240	allskills		2	2	ignore-ac		1	1	aura	114	1	5	lifesteal		6	6	manasteal		6	6	dmg-to-mana		20	20																					0
Razoredge	100	1		2		58	58	7ha				5	5000	lblu		flpuni					dmg%		175	225	swing2		40	40	reduce-ac		33	33	deadly		50	50	openwounds		50	50																													0
Death Slaad	100	1		1		71	71	7ax				5	5000	blac	dgry	flpuni	invaxe4				dmg%		350	450	dmg/lvl	8			swing3		60	60	rip		1	1																																	0
Emblem of Sooth	100	1	1	1	1	1	1	q00			1	1	1			flpuni					soothing		1	1																																													0
Blind Faith	100	1		1		47	42	xlm	Casque			3	5000				invblnd				regen		5	6	stupidity		3	3	ac%		100	125	res-all		15	25	hit-skill	71	15	7	sock		1	2	thorns		35	35																					0
Mempo of Twilight	100	1		1		74	67	uhl	Giant Conch			3	5000				invmmpt				ac%		150	175	lifesteal		5	6	str%		10	10	red-mag		15	15	att%		25	50	dmg-norm		25	50	swing1		15	15																					0
Pride's Fall	100	1		1		36	28	xap	War Hat			3	5000				invprdf				deadly		20	20	cast2		20	20	mag%		25	25	abs-mag%		25	25	hp		40	40	enr		10	10																									0
The Grin Reaper	100	1		1		53	47	xsk	Death Mask			3	5000				invgrnr				skill-rand	3	66	95	poisonskill		1	2	magicskill		1	2	res-curs-len		25	25	nec		1	1	ac%		175	225	cast3		30	30																					0
Visage of Giyua	100	1		1		75	67	uh9	bone visage			5	5000				invvsgg				ac%/lvl	16			rep-dur	9			nec		2	2	heal-kill		10	10	addxp		5	5	sock		2	3	reanimate	215	15	15																					0
Dark Mage's Shade	100	1		1		72	64	uap	Shako			5	5000	lpur	lpur		invdmsd				ac		80	120	gethit-skill	50	15	7	sor		1	2	skill-rand	2	36	65	skill-rand	2	36	65	mana		75	75	cast2		15	20	red-mag%		15	20	dmg-to-mana		15	20													0
Skull of Resonance	100	1		1		78	66	ukp	Hydraskull			5	5000	lgry	lgry		invskrs				ac%		200	300	openwounds		25	25	dmg%		50	50	dmg-max		15	15	swing2		20	20	rip		1	1																									0
Armor of the Kind Regent	100	1		1		72	67	uea	Wyrmhide			5	5000	dgld	dgld		invkndr				ac%		100	150	gold%		300	300	mag%/lvl	12			res-all-max		5	5	att%		20	25	allskills		1	1																									0
Cape of the Dark Night	100	1		1		67	60	ula	Scarab Husk			5	5000				invcpdk				ac		175	255	oskill	264	3	7	ac%		200	300	move3		30	30	enr		35	35	indestruct		1	1	att-undead		200	350	dmg-undead		200	350	reduce-ac		50	50													0
The Cloak of the Garwulf	100	1		1		72	69	ung	Diamond Mail			5	5000				invckgw				ac%		100	200	oskill	237	10	10	red-dmg%		15	20	move3		40	40	max-fenris		3	5	nofreeze		1	1	hp%		20	20	att-skill	82	3	12																	0
Plate of the Rydraelm	100	1		1		86	84	utp	Archon Plate			5	5000				invptrd				ac%		75	100	allskills		2	2	cast2		30	30	mana%		25	25	abs-cold%		25	35	abs-fire%		25	35	abs-ltng%		25	35	abs-mag%		25	35	res-all-max		10	10													0
Heart of Iron	100	1		1		79	74	urs	Great Hauberk			5	5000				invhtin				ac%		125	150	fire-thorns		175	250	sock		5	5	aura	103	15	15	gethit-skill	76	15	5	vit		18	23																									0
Aquila Cuirass	100	1		1		77	72	uhn	Boneweave			5	5000				invaqcr				ac%		200	300	ac		300	500	red-dmg%		35	50	red-mag		35	50	res-cold		35	50	res-cold-max		10	10	ac/lvl	10			dmg-und/lvl	24																			0
Gladiator Gauntlets	100	1		1		83	78	utg	Crusader Gauntlets			5	5000				invgrgt				ac%		75	125	gold%/lvl	15			gold%		300	300	cast1		10	10	red-mag		15	20	ease		-25	-25	balance2		20	20																					0
Gloves of Worship	100	1		1		62	57	ulg	Bramble Mitts			5	5000	lpur	lpur		invgvws				ac%		75	100	manasteal		5	7	cheap		5	5	rip		1	1	magicskill		2	2	res-all		5	10																									0
Pendergrasps	100	1		1		85	77	umg	vambraces			5	5000				invprgp				ac%		150	175	regen		-5	-5	aura	119	7	7	gethit-skill	93	8	20	splash	proc_SplashDamage	100	1	swing2		25	25	att%		25	25																					0
Arcstone	100	1		2		63	55	rin	ring			5	5000				invarcs				aura	118	12	16	hp		25	40	enr		20	20	hit-skill	53	7	13	lightningskill		1	1																													0
Avarice Band	100	1		5		35	25	rin	ring			5	5000				invavrc				gold%/lvl	5			vit%		5	5	half-freeze		1	1	cast2		5	15	ac		75	100	enr		15	15																									0
Band of the Rue Chambers	100	1		2		73	65	rin	ring			5	5000				invruec				aura	120	7	7	mag%		25	35	res-all		15	15	red-dmg		5	8	red-mag		5	8	balance1		10	10																									0
Dawnguard	100	1		1		45	42	aq2	Arrows			5	5000	lblu	lblu						dmg-ltng		3	77	regen		5	5	vit%		3	3	swing1		10	10	balance1		5	5																													0
Venomous	100	1		1		57	54	cq2	Bolts			5	5000	lgrn	lgrn						dmg-pois	150	192	192	dmg%		50	75	crush		15	15	regen-mana		50	50	mana-kill		3	3																													0
Flamebringer	100	1		1		68	64	aq2	Arrows			5	5000	lpur	lpur						lifesteal		5	5	dex%		5	5	slow		25	25	extra-fire		3	5	hit-skill	197	15	15																													0
Stonegazer	100	1		1		65	60	cq2	Bolts			5	5000	blac	blac						pierce		25	25	hit-skill	Decrepify	10	3	dmg-ac		-50	-50	move2		15	15	res-curs-len		25	25																													0
TALONRAGE UNIQUES																																																																					0
Axes , 1-Handed																																																																					0
Gangrene Reaper	100	1		2		9	6	hax	hand axe			5	5000	cgrn	cgrn						dmg%		100	150	dmg-pois	100	55	55	noheal		1	1	rep-dur	15			str		10	10																													0
Goreflood	100	1		2		12	10	axe	axe			5	5000	cred	cred						dmg%		120	170	bloody		1	1	wounds/lvl	24			skilltab	13	1	3	lifesteal		3	5	pierce-fire		5	10																									0
Lungreaver	100	1		2		15	14	2ax	double axe			5	5000								dmg%		130	180	slow		10	10	lifesteal		5	7	move1		15	15	sock		1	2																													0
Occam's Razor	100	1		2		27	23	mpi	military pick			5	5000								dmg%		140	190	deadly		40	40	allskills		1	1	aura	99	5	7	oskill	axe mastery	3	6	res-fire		15	25																									0
Deathflake	100	1		2		36	30	wax	war axe			5	5000								dmg%		175	200	dmg-max		20	30	charged	raise skeleton	2	40	heal-kill		5	8	dmg-undead		200	200	aura	119	2	4																									0
Pure Rancor	100	1		2		42	38	9ha	hatchet			5	5000	dgrn	dgrn		invhax				dmg%		175	200	bar		2	2	swing2		20	20	res-pois		25	25	dmg-pois	100	466	466	oskill	decrepify	1	3	dur		45	45																					0
Edge of Forever	100	1		2		49	46	9ax	cleaver			5	5000				invaxe				dmg%		180	210	allskills		1	1	gethit-skill	53	7	12	rep-dur	15			dmg-norm		20	50	res-pois-len		35	35	sock		1	2																					0
Harvest of Souls	100	1		2		52	50	92a	twin axe			5	5000	blac	blac		inv2ax				dmg%		190	230	swing3		30	30	oskill	bone spirit	4	7	aura	118	8	12	dmg-undead		175	175	lifesteal		5	8	noheal		1	1																					0
Groundshatter	100	1		2		55	53	9mp	crowbill			5	5000				invmpi				dmg%		200	240	hit-skill	234	12	7	fireskill		2	2	att		250	250	str		20	20	dmg-max		30	50	red-dmg		5	9	res-fire		35	40	res-cold		25	35													0
Antics of the Jester	100	1		2		60	57	9wa	naga			5	5000	oran	oran		invwax				dmg%		225	260	howl		1	66	heal-kill		1	10	res-all		1	35	extra-cold		1	10	swing3		55	55	sock		1	2																					0
Moon Blade	100	1		1		68	64	7ax	Small Crescent			5	5000								dmg%		190	280	block		15	25	block1		15	15	balance1		20	20	oskill	Life Tap	3	5	res-all		20	25																									0
Axes , 2-Handed																																																																					0
Gracehunter	100	1		2		11	8	lax	large axe			5	5000								dmg%		100	150	swing2		20	20	mag%		20	20	gold%		75	75	manasteal		6	6																													0
Mirth Bringer	100	1		2		17	14	bax	broad axe			5	5000								dmg%		110	160	hit-skill	8	10	3	res-pois		20	25	res-cold		20	25	addxp		3	5																													0
Sandking	100	1		2		26	23	btx	battle axe			5	5000	lyel	lyel						dmg%		120	170	stupidity		2	2	dmg-fire		8	14	att		120	120	reduce-ac		10	15																													0
Nova Spine	100	1		2		32	28	gax	great axe			5	5000	cblu	cblu		invgax				dmg%		140	200	hit-skill	44	100	9	res-cold		25	30	res-cold-max		5	5	dmg-ltng		1	30	sock		1	2																									0
Curseweaver	100	1		2		37	32	gix	giant axe			5	5000								dmg%		165	200	hit-skill	87	12	5	swing2		25	25	res-curs-len		25	25	bar		1	1	oskill	axe mastery	1	3																									0
Threat of Storms	100	1		2		44	40	9la	military axe			5	5000	dgry	dgry		invlax				dmg%		175	225	dmg-cold	200	25	40	dmg-ltng		1	150	dmg-fire		40	100	res-all		25	25	aura	118	5	10	swing1		15	15																					0
Grandiose Dreams	100	1		2		46	44	9ba	bearded axe			5	5000								dmg%		180	230	mag%		40	40	dmg-max		40	60	allskills		1	1	crush		40	40	hp		60	60	move2		20	20																					0
Spirit Naga	100	1		2		50	47	9bt	tabar			5	5000	lgrn	lgrn		invbtx				dmg%		190	240	rep-dur	18			ethereal		1	1	dmg-demon		150	150	res-fire		35	35	res-fire-max		10	10	bar		2	2	manasteal		8	8																	0
Tonstrike	100	1		2		55	50	9ga	gothic axe			5	5000	oran	oran		invgax				dmg%		200	250	swing3		30	30	str/lvl	4			deadly		25	25	hit-skill	229	4	9	dru		1	2	sock		2	2																					0
Mythslayer	100	1		2		57	53	9gi	ancient axe			5	5000	dgld	dgld		invgix				dmg%		150	200	dmg%/lvl	12			all-stats		15	15	swing2		25	25	att%		30	30	allskills		1	1	charged	142	20	35	balance2		20	20																	0
Werewolf Slayer	100	1		1		58	53	7la	Feral Axe			5	5000	cblu	cblu						dmg%/lvl	16			dmg-min		25	35	dru		1	2	swing3		35	35	move3		40	40	lifesteal		5	8	sock		1	2	oskill	Wearwolf	8	20	oskill	Shape Shifting	8	20	dmg%		100	125									0
Swords , 1-Handed																																																																					0
Deviljack	100	1		2		8	5	ssd	short sword			5	5000	lgry	lgry						dmg%		100	150	dmg-demon		100	100	addxp		3	5	cheap		10	10																																	0
Briarblade	100	1		2		12	8	scm	scimitar			5	5000	dgrn	dgrn						dmg%		100	150	dmg-pois	250	100	100	openwounds		50	50	heal-kill		3	5	deadly		15	15																													0
Chromablade	100	1		2		15	10	sbr	saber			5	5000	whit	whit						dmg%		100	150	ease		-100	-100	light		7	7	dmg-norm		5	5	gethit-skill	36	20	4																													0
Fiendslayer	100	1		2		18	13	flc	falshion			5	5000	oran	oran						dmg%		120	170	dmg-demon		200	200	att-demon		200	200	demon-heal		5	8	swing2		20	20	res-all		20	20																									0
Irksome Edge	100	1		2		22	17	crs	crystal sword			5	5000								dmg%		130	180	ease		25	25	hit-skill	42	8	7	manasteal		5	5	knock		1	1	howl		88	88																									0
Vanquisher	100	1		2		26	22	bsd	broadsword			5	5000	blac	blac						dmg%		135	185	crush		25	25	lifesteal		5	7	swing2		15	15	hp		35	50	oskill	sacrifice	1	3																									0
Winterswipe	100	1		2		31	25	lsd	long sword			5	5000								dmg%		150	200	dmg-cold	600	10	20	freeze		1	1	swing2		25	25	aura	114	3	5	res-cold		75	75																									0
Warrior Untamed	100	1		2		36	32	wsd	war sword			5	5000								dmg%		200	250	oskill	shout	1	1	oskill	battle orders	1	1	oskill	battle command	1	1	ease		100	100	swing2		40	40																									0
Cursebreaker	100	1		2		29	25	9ss	gladius			5	5000				invssd				dmg%		180	230	swing2		20	20	gethit-skill	66	8	3	aura	109	12	15	str		15	15	res-fire		20	40	hp		50	50																					0
Deathfoe	100	1		2		31	27	9sm	cutlass			5	5000				invscm				dmg%		185	235	rip		1	1	addxp		5	5	dmg-undead		250	250	dmg-norm		15	30	dmg-cold	200	55	75	res-cold		35	35	half-freeze		1	1																	0
Death of a Thousand Cuts	100	1		2		44	38	9sb	shamshir			5	5000	cred	cred		invsbr				dmg%		190	240	wounds/lvl	11			crush/lvl	4			swing3		30	30	oskill	277	6	6	lifesteal		6	9	pierce-ltng		8	12	res-ltng		35	35																	0
Song of the Damned	100	1		2		47	40	9fc	tulwar			5	5000	lgry	lgry		invflc				dmg%		190	240	dmg/lvl	4			oskill	battle orders	1	1	oskill	revive	1	1	oskill	skeleton mastery	5	8	dmg-und/lvl	32			dex		25	25	swing2		25	25																	0
Serpent's Sharp	100	1		2		48	42	9cr	dimensional blade			5	5000	oran	oran		invcrs				dmg%		195	245	rep-dur	15			heal-kill		12	15	res-all		25	35	hp		75	75	dmg-pois	200	1677	1677	pierce-pois		25	25																					0
Dread of the Blade	100	1		2		48	44	9bs	battle sword			5	5000	dyel	dyel		invbsd				dmg%		200	250	dmg-max		40	60	swing2		30	30	allskills		1	1	howl		144	144	oskill	sword mastery	3	3	block3		40	40	manasteal		7	7																	0
Bane of All Gods	100	1		2		51	47	9ls	rune sword			5	5000	dgrn	dgrn		invlsd				dmg%		215	250	dmg-norm		15	30	allskills		1	1	all-stats		10	20	addxp		3	5	dmg-demon		100	100	att%		25	25	sock		1	3																	0
Dark Descent	100	1		2		52	49	9wd	ancient sword			5	5000	blac	blac		invwsd				dmg%		220	265	swing2		20	20	res-pois		35	60	res-ltng		20	40	nofreeze		1	1	oskill	slow missiles	3	5	enr		15	15	cast2		20	20	regen		6	6													0
Rabbit Slayer	100	1		1		57	49	7ss	Falcata												dmg%		175	250	move2		25	25	all-stats		20	20	swing3		50	50	rep-dur	700			rip		1	1																									0
Krakken	100	1		1		61	57	7fc	Hydra Edge			5	500	dblu	dblu						dmg%		175	230	dmg-norm		20	40	dmg-cold	300	75	100	res-cold		45	55	res-fire		45	55	sock		2	2	heal-kill		3	12																					0
King's Bounty	100	1		1		75	70	7bs	Conquest Sword			5									dmg%		200	300	gold%		100	100	mag%		75	75	swing2		25	25	manasteal		8	8	str		20	20	ease		-10	-100																					0
Call Of Heroes	100	1		1		86	80	7wd	Mythical Sword			5	5000								dmg%		200	300	block		25	25	dmg-elem	400	75	125	addxp		5	15	half-freeze		1	1	abs-mag%		20	20	regen-stam		300	300	cast2		25	25	oskill	Find Item	6	6													0
Swords , 2-Handed																																																																					0
Deathlust	100	1		2		16	12	2hs	2-handed sword			5	5000	blac	blac						dmg%		100	150	deadly		25	25	crush		15	15	swing2		20	20	skill	69	1	2																													0
Coaldark	100	1		2		23	20	clm	claymore			5	5000	lgry	dgry						dmg%		110	160	stupidity		3	3	skilltab	13	1	3	sock		3	3																																	0
Hellmessenger	100	1		2		27	24	gis	giant sword			5	5000	oran	oran		invgis				dmg%		125	175	dmg-demon		100	100	dmg-fire		10	25	res-fire		10	20	abs-fire		4	7	swing2		25	25																									0
Oldfather	100	1		2		31	27	bsw	bastard sword			5	5000				invbsw				dmg%		125	175	dmg/lvl	9			all-stats		5	5	hp		25	25	rep-dur	2			dur%		20	20																									0
Warrior's Challenge	100	1		2		32	29	flb	flamberge			5	5000								dmg%		135	190	skill	137	5	5	skill	146	5	5	lifesteal		5	7	manasteal		5	5	swing2		20	20																									0
Arctic Edge	100	1		2		35	32	gsd	great sword			5	5000	cblu	cblu		invgsd				dmg%		165	200	dmg-cold	300	6	10	hit-skill	45	19	7	res-cold		65	65	pierce-cold		15	15																													0
Sweet Agony	100	1		2		41	38	92h	espadon			5	5000	cred	cred		inv2hs				dmg%		190	240	regen		-2	-2	heal-kill		5	5	regen-mana		50	50	gethit-skill	42	7	7	att%		35	35	sock		2	2																					0
Sudden Epiphany	100	1		2		49	46	9cm	dacian falx			5	5000	oran	oran		invclm				dmg%		195	245	swing3		25	25	enr		25	25	lifesteal		6	8	manasteal		6	8	bar		2	2	skilltab	14	1	3																					0
The Mangler	100	1		2		52	49	9gs	tusk sword			5	5000	dgld	dgld		invgis				dmg%		200	250	dmg%/lvl	8			deadly		25	40	crush		25	50	rep-dur	14			dur		50	50	openwounds		100	100																					0
No Quarter Given	100	1		2		56	51	9b9	gothic sword			5	5000	cgrn	cgrn		invbsw				dmg%		210	255	swing3		25	25	knock		3	3	oskill	stun	3	3	slow		20	20	move3		30	30	block3		30	30																					0
Demand for Justice	100	1		2		58	54	9fb	zweihander			5	5000	whit	whit		invflb				dmg%		215	260	allskills		1	1	addxp		6	10	demon-heal		5	12	kill-skill	oskill	1	3	ac		75	75	charged	276	15	30	balance2		20	20																	0
The Quick and the Dead	100	1		2		59	56	9gd	executioner sword			5	5000	cblu	cblu		invgsd				dmg%		220	260	swing3		50	50	sock		3	6	bar		1	1	oskill	sword mastery	1	3																													0
Blade Of Mythos	100	1		1		59	54	72h	Legend Sword			5	5000								dmg%		200	300	red-dmg%		15	20	res-all		25	35	hp		50	50	swing2		25	25	att%		50	100	noheal		1	1																					0
Vorpal Blade	100	1		1		65	60	7cm	Highland Blade			5	5000	cblu							dmg%		225	275	crush		25	50	ignore-ac		1	1	deadly/lvl	13			heal-kill		15	25	oskill	whirlwind	1	20																									0
Flamebellow	100	1		1		71	67	7gs	balrog blade			5	5000	cred	cred						dmg%		170	240	dmg-fire		233	482	fireskill		3	3	abs-fire%		20	30	hit-skill	Firestorm	12	16	str		10	20	vit		5	10	oskill	Inferno	12	18																	0
Holy Avenger	100	1		1		79	75	7fb	Colossal Sword			5	5000	whit							dmg%		165	200	dmg%/lvl	10			aura	103	12	15	ac		200	500	swing2		20	20	rep-dur	500			death-skill	corpse explosion	100	60	kill-skill	corpse explosion	5	5																	0
Clubs																																																																					0
Quickfeint	100	1		2		12	7	clb	club			5	5000								dmg%		100	150	dmg-norm		3	6	swing2		20	20	ac		25	50	block		15	20	move1		15	15																									0
Oakheart	100	1		2		15	9	spc	spiked club			5	5000								dmg%		110	160	red-dmg%		8	12	red-dmg		3	6	red-mag		3	5	hp		20	30	regen		3	5																									0
Gladiator's Strike	100	1		2		48	40	9cl	cudgel			5	5000	oran	oran		invclb				dmg%		175	230	swing2		25	25	res-ltng		45	55	hit-skill	48	15	9	dmg-ltng		1	225	dru		2	2	noheal		1	1																					0
Eater of Souls	100	1		2		51	46	9sp	barbed club			5	5000	dred	dred		invspc				dmg%		200	265	swing2		20	20	rip		1	1	oskill	mace mastery	3	5	lifesteal		5	9	dmg-norm		20	45	sock		1	1	block		15	25																	0
Hammers , 1-Handed																																																																					0
Stunhammer	100	1		2		37	32	whm	war hammer			5	5000								dmg%		125	200	dmg/lvl	8			slow		50	50	swing2		20	20	pal		1	1	oskill	mace mastery	1	4	balance2		20	20																					0
Blasthammer	100	1		2		55	50	9wh	battle hammer			5	5000	dyel	dyel		invwhm				dmg%		200	255	swing3		30	30	allskills		1	1	skill	243	3	5	gethit-skill	84	12	7	ignore-ac		1	1	sock		1	2																					0
Hammers , 2-Handed																																																																					0
Spiritcrusher	100	1		2		28	25	mau	maul			5	5000	oran	oran		invmau				dmg%		150	200	dmg-norm		25	50	dmg-undead		250	250	rip		1	1	oskill	mace mastery	2	4	swing1		15	15																									0
Vilifier	100	1		2		36	33	gma	great maul			5	5000	dgry	dgry						dmg%		175	200	oskill	find item	1	1	rep-dur	4			res-fire		25	25	res-ltng		25	25	mag/lvl	8			sock		1	2																					0
Readiness for War	100	1		2		52	48	9m9	war club			5	5000				invmau				dmg%		200	300	swing2		30	30	oskill	mace mastery	10	10	allskills		2	2	crush/lvl	6			addxp		3	5	move3		30	30																					0
Burning Desire	100	1		2		58	55	9gm	martel de fer			5	5000	cred	cred						dmg%		225	300	gethit-skill	62	3	30	extra-fire		15	25	res-fire		35	50	res-fire-max		10	10	dmg-fire		100	200	dmg-to-mana		10	10	regen-mana		75	75																	0
Maces																																																																					0
Lesson in Pain	100	1		2		15	13	mac	mace			5	5000								dmg%		100	150	aura	thorns	3	5	gethit-skill	66	20	3	dmg-norm		3	6	pal		1	1																													0
Endless Sleep	100	1		2		22	20	mst	morning star			5	5000	cblu	cblu						dmg%		125	175	knock		3	3	stupidity		2	2	hit-skill	72	8	2	res-all		15	25	block		10	15																									0
Quickening	100	1		2		32	29	fla	flail			5	5000	whit	whit						dmg%		150	200	dmg-min		30	40	swing2		25	25	ignore-ac		1	1	move2		20	20	cast2		20	20	balance2		20	20																					0
Demise of the Weak	100	1		2		48	45	9ma	flanged mace			5	5000	dgry	dgry		invmac				dmg%		180	230	regen		10	15	block		15	25	block2		20	20	balance3		50	50	att		225	225	addxp		2	5	charged	57	35	15																	0
