name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Green Dye Potion	Green Dye Potion		0	100	31	0	1	1	0	1	2500			dy5	dy5	dy5	16	1	1	0	0	0	flppot	invdgrn			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye5_stats		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1			0
Gold Dye Potion	Gold Dye Potion		0	100	55	0	1	0	0	1	2500			dy6	dy6	dy6	16	1	1	0	0	0	flppot	invdgld			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye6_stats		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1			0
Black Dye Potion	Black Dye Potion		0	100	73	0	1	0	0	1	2500			dy7	dy7	dy7	16	1	1	0	0	0	flppot	invdbck			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye7_stats		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Yellow Dye Potion	Yellow Dye Potion		0	100	39	0	1	0	0	1	2500			dy8	dy8	dy8	16	1	1	0	0	0	flppot	invdylw			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye8_stats		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Orange Dye Potion	Orange Dye Potion		0	100	47	0	1	0	0	1	2500			dy9	dy9	dy9	16	1	1	0	0	0	flppot	invdorn			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye9_stats		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Copper	Copper		0	0	0	0	1	1	0	1	1000			qw1	qw1	qw1	16	1	1	0	0	0	flpkey	1			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Anti-Ice	Anti-Ice		0	0	0	0	1	1	0	1	1100			qw2	qw2	qw2	16	1	1	0	0	0	flpkey	2			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Silverhair	Silverhair		0	0	0	0	1	1	0	1	1200			qw3	qw3	qw3	16	1	1	0	0	0	flpkey	3			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Moonseed	Moonseed		0	0	0	0	1	1	0	1	1400			qw4	qw4	qw4	16	1	1	0	0	0	flpkey	4			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Coalescent	Coalescent		0	0	0	0	1	1	0	1	1600			qw5	qw5	qw5	16	1	1	0	0	0	flpkey	5			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flux	Flux		0	0	0	0	1	1	0	1	3200			qw6	qw6	qw6	16	1	1	0	0	0	flpkey	6			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Lanthanum	Lanthanum		0	0	0	0	1	1	0	1	6400			qw7	qw7	qw7	16	1	1	0	0	0	flpkey	7			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Viridite	Viridite		0	0	0	0	1	1	0	1	12800			qw8	qw8	qw8	16	1	1	0	0	0	flpkey	jewel008			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Hawnbud	Hawnbud		0	0	0	0	1	1	0	1	25600			qw9	qw9	qw9	16	1	1	0	0	0	flpkey	jewel009			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Red Viridite	Red Viridite		0	0	0	0	1	1	0	1	51200			q10	q10	q10	16	1	1	0	0	0	flpkey	jewel010			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Eye of Marr	Eye of Marr		0	0	0	0	1	1	0	1	102400			q11	q11	q11	16	1	1	0	0	0	flpkey	jewel011			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sulfurit	Sulfurit		0	0	0	0	1	1	0	1	204800			q12	q12	q12	16	1	1	0	0	0	flpkey	jewel012			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Silver Bar	Silver Bar		0	0	0	0	1	1	0	1	409600			q13	q13	q13	16	1	1	0	0	0	flpkey	jewel013			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gold	Gold		0	0	0	0	1	1	0	1	819200			q14	q14	q14	16	1	1	0	0	0	flpkey	jewel014			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Platinum Ore	Platinum Ore		0	0	0	0	1	1	0	1	1638400			q15	q15	q15	16	1	1	0	0	0	flpkey	jewel015			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Illudine	Illudine		0	0	0	0	1	1	0	1	3276800			q16	q16	q16	16	1	1	0	0	0	flpkey	jewel016			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Solarite	Solarite		0	0	0	0	1	1	0	1	6553600			q17	q17	q17	16	2	2	0	0	0	flpkey	jewel017			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Nonium	Nonium		0	0	0	0	1	1	0	1	13107200			q18	q18	q18	16	2	2	0	0	0	flpkey	jewel018			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Iridus	Iridus		0	0	0	0	1	1	0	1	26214400			q19	q19	q19	16	2	2	0	0	0	flpkey	jewel019			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mithril	Mithril		0	0	0	0	1	1	0	1	52428800			q20	q20	q20	16	2	2	0	0	0	flpkey	jewel020			0	xxx			0	0	herb		item_herb	12	item_herb	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gold 50k	Gold 50k		1	100	1	0	1	1	0	1	50000			x@5	elx	x@5	16	1	1	0	0	0	flppot	D1ITem_GoldHigh			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4					gold	(stat('unused185'.base)==0)?10000:0					1	elixir1a		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Emblem of enchant	emblem		0	100	1	0	12	1	0	1	600			q00	q00	q00	16	2	2	0	0	0	flpchm3	D1Item_MiscAnvilOfFury	D1Item_MiscAnvilOfFury		0	xxx			0	0	lcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx			1	1		0
