Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	minHP(N)	maxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	minHP(H)	maxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
Portal1	760	lightningspire	Portal2	0	PortalOrb	lightningspire		Construct	ArcaneTower	Construct	AE	1													1	1		0	0	2	1	1	1	lightningorb	lightningorb	9	15	15	15	40	40	40	1	1	1	100	75	50	30	25	15	4	4	4	100	75	50	40	33	25																1													1	1																																				-40	-40	-25			50	50	50	50			66	66	66	66			75	75	75	75	0		1		1	1	1		200	200	1	1										425	425	1	1										625	625	1	1																																																																						0
Portal2	761	lightningspire	Portal3	0	PortalOrb	lightningspire		Construct	ArcaneTower	Construct	AE	1													1	1		0	0	2	1	1	1	lightningorb	lightningorb	9	15	15	15	40	40	40	1	1	1	100	75	50	30	25	15	4	4	4	100	75	50	40	33	25																1													1	1																																				-40	-40	-25			50	50	50	50			66	66	66	66			75	75	75	75	0		1		1	1	1		250	250	1	1										450	450	1	1										650	650	1	1																																																																						0
Portal3	762	lightningspire	Portal5	0	PortalOrb	lightningspire		Construct	ArcaneTower	Construct	AE	1													1	1		0	0	2	1	1	1	lightningorb	lightningorb	9	15	15	15	40	40	40	1	1	1	100	75	50	30	25	15	4	4	4	100	75	50	40	33	25																1													1	1																																				-40	-40	-25			50	50	50	50			66	66	66	66			75	75	75	75	0		1		1	1	1		300	300	1	1										500	500	1	1										700	700	1	1																																																																						0
Portal4	763	trappedsoul1		0	PortalSoul	trappedsoul1		Construct	ArcaneTower	Construct	10	1							doomknight6		1	1	4	4	1	1		0	0	2	60	80	100	lightningorb	lightningorb	9	12	9	6	40	40	40	1	1	1	15	12	8	10	10	10	1	1	1	15	12	8	10	10	10																1													1	1									MephistoMissile	A1	20	MephistoMissile	A1	20																						-40	-33	-25	33	25	50	50	50	50	50	33	75	75	75	75	75	50	99	99	99	99	0				1	1	1		20000	20000	1	20000										30000	30000	1	20000										30000	30000	1	20000																																																																						0
Portal5	764	lightningspire	act1portal	0	PortalOrb	lightningspire		Construct	ArcaneTower	Construct	AE	1													1	1		0	0	2	1	1	1	lightningorb	lightningorb	9	15	15	15	40	40	40	1	1	1	100	75	50	30	25	15	4	4	4	100	75	50	40	33	25																1													1	1																																				-40	-40	-25			50	50	50	50			66	66	66	66			75	75	75	75	0		1		1	1	1		400	400	1	1										600	600	1	1										800	800	1	1																																																																						0
bonewall2	765	bonewall		0	Dummy	bonewall		UndeadConstruct	BoneWall	UndeadConstruct	BW	1													1	1		0	0	0	20	40	60	bonewall	bonewall	5	15	15	15	40	40	40																																	2		1												1	1	1		1						BoneWall2	NU	0																																	75						75						75	0		1						1000	1000	10											1000	1000	10											1000	1000	10																																																																							0
plagueskull	766	skmage_pois1	plagueskullx	4	Litskull	skmage_pois4		UndeadElemental	Vampire	ElementalMonType	SK	1	1												3	3		6	6	2	55	78	98	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1						1				1			1										AndyPoisonBolt	A1	1	PrimePoisonNova	A1	1	VenomBall	A1	1	UnHolyBolt	A1	1																			50					100	50					150	50					200	2				17	17	17	5	500	500	84	300	100	150	200							550	550	90	400	100	150	200							600	600	90	500	100	150	200							A1	pois	100	125	125	150	100	150	150	200	100	175	175	250																													Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
crownest5	767	crownest1		2	Blackcore	crownest3		BeastConstruct	FoulCrowNest	BeastConstruct	BN	1		1	foulcrowx	0	3	NU	foulcrowx			1	4	4	1	1		0	0	2	14	55	75	crownest	crownest	10	15	15	15	40	40	40	75	50	25				50	50	50																									1	1										1		1										Nest	seq_nestlay	1																						100	75	50												50	50	50	50			75	75	75	75	0								600	600	19	400										1800	1800	30	500										3000	3000	30	500																																																				Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
foulcrowx	768	foulcrow1		2	Blackcrow	foulcrow3		Beast	BloodHawk	Beast	BK	1													4	4		6	6	2	12	54	74	foulcrow	foulcrow	10	15	12	8	40	40	40	65	65	65	90	90	90	50	50	50	75	75	75	100	100	100																			1	1								1				1	1																																	100	50	25									60	33		33	33	33	75	50		66	66	66	90	1				17	17	17	5	175	175	13	37	85	125	150							275	275	120	40	100	150	300							400	400	120	40	100	150	400							A1	pois					100	100	100	75	100	200	200	75																													Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 1 (H) Cast C	Act 2 (H) Champ B	Act 2 (H) Unique B								0
vatimir	769	vampire1	arimythvampire	3	BloodLord	vampire4		Undead	Vampire	steals life	VA	1	1						vampire4			1	2	4	1	1		8	8	1	32	64	84	vampire	vampire	11	12	9	6	40	40	40	85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1						1				1	1		1			1							VampireFireball	SC	1	SoulOrb	SC	1	VampireMeteor	SC	1	VampireMissile	SC	1																			33	33		33	66	50	40	33		66	100	75	50	33		80	106	99	5			1	25	25	25	5	400	400	125	1000	200	250	250							1200	1200	85	1500	225	275	300							1600	1600	85	2000	250	300	400							A1	cold	100	100	150	200	100	100	150	200	100	100	150	200																													Act 4 Cast B	Act 4 Champ B	Act 4 Unique B		Act 3 (N) Cast C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Cast C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
councilmemberx	770	councilmember1		0	Council Member	councilmember1		Demon	HighPriest		HP	1													1	1		0	0	1	38	71	91	councilmember	councilmember	11	12	9	6	40	40	40	75	75	75	15	15	15	75	75	75	25	25	25	60	60	60	12	12	12	15	15	15	30	30	30			highpriestlightning						1	1								1		1	1												ZakarumHeal	S1	1	ZakarumHeal	S1	1																			66	50	33				50	20	50	20	20	20	65	50	80	50	50	50	75	73	87	73	73	73	0				25	25	25	5	2500	2500	85	1500	120	140	250							2750	2750	110	1500	130	160	500							2750	2750	110	1500	130	160	400							A1	fire	33	30	45		66	45	60		66	60	90																														Council	Council	Council		Council (N)	Council (N)	Council (N)		Council (H)	Council (H)	Council (H)								0
bugbear	771	bugbear	spawn_bugbear	0	BugBear	bugbear		HumanBehemoth	Ancient	HumanBehemoth	!B	1							cr_archer7			1			1	1		6	6	1	15	56	76	brute	brute	10	12	9	6	40	40	40	10	10	10	15	15	15	75	75	75	8	8	8																						1	1									1			1								1		Mon Whirlwind	seq_ancientwhirlwind	1																						33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	33	75	75	75	75	1			1	25	33	50	5	1200	1200	125	1000	200	250	400							1500	1500	125	1250	225	275	500							1600	1600	125	2000	250	300	600																																																	Act 2 Champ A	Act 2 Unique A			Act 1 (N) Champ C	Act 1 (N) Unique C	Act 1 (N) Super B		Act 1 (H) Champ C	Act 1 (H) Unique C	Act 1 (H) Super B								0
wyrm	772	wyrm	spawn_wyrm	0	Wyrm	wyrm		DragonInsect	Duriel	DragonInsect	$W	1							blunderbore2			1			1	1		8	8	1	25	60	80	regurgitator	regurgitator	10	12	9	6	40	40	40	4	8	10	40	40	40	50	50	50				30	30	30																			1	1									1			1								1		BigTornado	A1	20	BigTornado	A1	20	MonRabies	A1	20	FireAura	NU	1													33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	33	75	75	75	75	1			1	25	33	50	5	1500	1500	125	1200	200	250	400							1800	1800	125	1250	225	275	500							1900	1900	125	2000	250	300	600																																																	Act 3 Champ A	Act 3 Unique A			Act 2 (N) Champ C	Act 2 (N) Unique C	Act 2 (N) Super C		Act 2 (H) Champ C	Act 2 (H) Unique C	Act 2 (H) Super C								0
curstguard	773	curstguard	spawn_curstguard1	0	CurstGuard	curstguard		HumanDeity	ZakarumPriest	HumanDeity	~C	1							cantor4			1			1	1		10	10	1	35	65	85	zealot	zealot	10	12	9	6	40	40	40	50	50	50	20	20	20	75	75	75	60	60	60	75	75	75	35	35	35																1	1									1			1								1		ZakarumHeal	A2	1	Imp Fireball	A2	20	MonTeleport	A2	1	MonBlizzard	A2	20													33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	33	75	75	75	75	0			1	25	33	50	5	1000	1000	125	1200	200	250	400							1250	1250	125	1250	225	275	500							1300	1300	125	2000	250	300	600																																																	Act 4 Champ B	Act 4 Unique B			Act 3 (N) Champ C	Act 3 (N) Unique C	Act 3 (N) Super C		Act 3 (H) Champ C	Act 3 (H) Unique C	Act 3 (H) Super C								0
marilith	774	marilith	spawn_marilith	0	Marilith	marilith		DragonDemon	Mephisto	DragonDemon	$Z	1							megademon3			1			1	1		8	8	1	44	69	89	succubus	succubus	10	12	9	6	40	40	40	25	25	25	33	33	33	33	33	33																									1	1									1			1								1		Imp Fireball	SC	20	Glacial Impale	SC	20	PrimePoisonNova	S1	20	MonVolcano	SC	20	MephFrostNova	S1	20	MonEruption	SC	20							33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	33	75	75	75	75	1			1	25	33	50	5	2000	2000	125	2000	200	250	500							2300	2300	125	2000	225	275	500							2400	2400	125	3000	250	300	600							A1	mana	66	33	66		75	44	88		100	66	120																														Act 5 Champ C	Act 4 Unique B			Act 4 (N) Champ B	Act 4 (N) Unique B	Act 4 (N) Super B		Act 4 (H) Champ B	Act 4 (H) Unique B	Act 4 (H) Super B								0
bugbearx	775	bugbear	bugbearz	0	BugBear	bugbear		HumanBehemoth	Ancient	HumanBehemoth	!B	1							megademon4			1			1	1		6	6	1	46	72	92	brute	brute	10	12	9	6	40	40	40	10	10	10	15	15	15	75	75	75	8	8	8																						1	1									1			1								1		Mon Whirlwind	seq_ancientwhirlwind	1																						33	33	25				25	33	33	33	33	33	33	33	50	50	50	50	33	33	75	75	75	75	1			1	25	33	50	5	1200	1200	125	2000	200	250	500							1500	1500	125	2000	225	275	500							1600	1600	125	3000	250	300	600																																																	Act 1 (N) Champ A	Act 2 (N) Unique A	Act 2 (N) Super A		Act 5 (N) Champ A	Act 5 (N) Unique A	Act 5 (N) Super B		Act 5 (H) Champ A	Act 5 (H) Unique A	Act 5 (H) Super B								0
wyrmx	776	wyrm	wyrmz	0	Wyrm	wyrm		DragonInsect	Duriel	DragonInsect	$W	1							megademon4			1			1	1		8	8	1	48	74	94	regurgitator	regurgitator	10	12	9	6	40	40	40	4	8	10	40	40	40	50	50	50				30	30	30																			1	1									1			1								1		BigTornado	A1	20	BigTornado	A1	20	MonRabies	A1	20	FireAura	NU	1													33	33	25				25	33	33	33	33	33	33	33	50	50	50	50	33	33	75	75	75	75	1			1	25	33	50	5	1500	1500	125	2000	200	250	500							1800	1800	125	2000	225	275	500							1900	1900	125	3000	250	300	600																																																	Act 1 (N) Champ B	Act 2 (N) Unique A	Act 2 (N) Super A		Act 5 (N) Champ A	Act 5 (N) Unique A	Act 5 (N) Super B		Act 5 (H) Champ A	Act 5 (H) Unique A	Act 5 (H) Super B								0
curstguardx	777	curstguard	curstguardz	0	CurstGuard	curstguard		HumanDeity	ZakarumPriest	HumanDeity	~C	1							megademon4			1			1	1		10	10	1	50	76	96	zealot	zealot	10	12	9	6	40	40	40	50	50	50	20	20	20	75	75	75	60	60	60	75	75	75	35	35	35																1	1									1			1								1		ZakarumHeal	A2	1	Imp Fireball	A2	20	MonTeleport	A2	1	MonBlizzard	A2	20													33	33	25				25	33	33	33	33	33	33	33	50	50	50	50	33	33	75	75	75	75	0			1	25	33	50	5	1000	1000	125	2000	200	250	500							1250	1250	125	2000	225	275	500							1300	1300	125	3000	250	300	600																																																	Act 2 (N) Champ A	Act 2 (N) Unique A	Act 2 (N) Super A		Act 5 (N) Champ B	Act 5 (N) Unique B	Act 5 (N) Super B		Act 5 (H) Champ B	Act 5 (H) Unique B	Act 5 (H) Super B								0
bugbearz	778	bugbear	bugbears	0	BugBear	bugbear		HumanBehemoth	Ancient	HumanBehemoth	!B	1							bloodlord6			1			1	1		8	8	1	58	79	99	brute	brute	10	12	9	6	40	40	40	10	10	10	15	15	15	75	75	75	8	8	8																						1	1									1			1								1		Mon Whirlwind	seq_ancientwhirlwind	1																						33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	50	75	75	75	75	0			1	25	33	50	5	2000	2000	125	2500	275	325	600							2500	2500	125	3000	300	400	600							2500	2500	125	5000	300	400	600																																																	Act 3 (N) Champ A	Act 2 (N) Unique C	Act 2 (N) Super C		Act 5 (N) Champ C	Act 5 (N) Unique C	Act 5 (N) Super C		Act 5 (H) Champ C	Act 5 (H) Unique C	Act 5 (H) Super C								0
wyrmz	779	wyrm	wyrms	0	Wyrm	wyrm		DragonInsect	Duriel	DragonInsect	$W	1							succubuswitch6			1			1	1		8	8	1	58	79	99	regurgitator	regurgitator	10	12	9	6	40	40	40	8	10	12	40	40	40	50	50	50				30	30	30																			1	1									1			1								1		BigTornado	A1	20	BigTornado	A1	20	MonRabies	A1	20	FireAura	NU	1													33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	50	75	75	75	75	0			1	25	33	50	5	2000	2000	125	2500	275	325	600							2500	2500	125	3000	300	400	600							2500	2500	125	5000	300	400	600																																																	Act 3 (N) Champ A	Act 2 (N) Unique C	Act 2 (N) Super C		Act 5 (N) Champ C	Act 5 (N) Unique C	Act 5 (N) Super C		Act 5 (H) Champ C	Act 5 (H) Unique C	Act 5 (H) Super C								0
curstguardz	780	curstguard	curstguards	0	CurstGuard	curstguard		HumanDeity	ZakarumPriest	HumanDeity	~C	1							vampire7			1			1	1		10	10	1	58	79	99	zealot	zealot	10	12	9	6	40	40	40	50	50	50	20	20	20	75	75	75	60	60	60	75	75	75	35	35	35																1	1									1			1								1		ZakarumHeal	A2	1	Imp Fireball	A2	20	MonTeleport	A2	1	MonBlizzard	A2	20													33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	50	75	75	75	75	0			1	25	33	50	5	2000	2000	125	2500	275	325	600							2500	2500	125	3000	300	400	600							2500	2500	125	5000	300	400	600																																																	Act 3 (N) Champ A	Act 2 (N) Unique C	Act 2 (N) Super C		Act 5 (N) Champ C	Act 5 (N) Unique C	Act 5 (N) Super C		Act 5 (H) Champ C	Act 5 (H) Unique C	Act 5 (H) Super C								0
marilithz	781	marilith	mariliths	0	Marilith	marilith		DragonDemon	Mephisto	DragonDemon	$Z	1							arach6			1			1	1		8	8	1	58	79	99	succubus	succubus	10	12	9	6	40	40	40	25	25	25	33	33	33	33	33	33																									1	1									1			1								1		Imp Fireball	SC	20	Glacial Impale	SC	20	PrimePoisonNova	S1	20	MonVolcano	SC	20	MephFrostNova	S1	20	MonEruption	SC	20							33	33	25				25	25	33	33	33	33	33	33	50	50	50	50	33	50	75	75	75	75	0			1	25	33	50	5	2000	2000	125	2500	275	325	600							2500	2500	125	3000	300	400	600							2500	2500	125	5000	300	400	600							A1	mana	100	40	80		100	60	120		100	80	160																														Act 3 (N) Champ A	Act 2 (N) Unique C	Act 2 (N) Super C		Act 5 (N) Champ C	Act 5 (N) Unique C	Act 5 (N) Super C		Act 5 (H) Champ C	Act 5 (H) Unique C	Act 5 (H) Super C								0
sandmaggotx	782	sandmaggot1		2	Devourer	sandmaggot3		InsectBehemoth	SandMaggot	InsectBehemoth	SM	1			maggotegg4	0	0	S1	sandmaggot3			1			2	2		10	10	1	23	59	79	sandmaggot	sandmaggot	10	12	9	6	40	40	40	50	50	50	50	50	50	3	3	3	85	85	85	90	90	90											goospit5								1											1		1										MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																75	50	25				25	25	33	33	33	33	33	33	50	50	50	50	40	50	75	75	75	75	3			1	25	25	25	5	600	600	125	800	200	250	250							1600	1600	125	1200	250	300	300							2400	2400	125	1600	300	400	400							A1	pois	50	33	66	1000	50	66	99	1500	50	99	130	2000																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baaltentacley	783	baaltentacle1		4	Baal Tentacle	baaltentaclex		DemonDeity	Duriel	DemonDeity	44	1									1				2	2		0	0	0	60	80	100	baaltentacle	baaltentacle	10	12	9	6	40	40	40	8	12	18	45	45	45	50	50	50				35	35	35																			1	1										1	1	1										SuccubusBolt	A1	1	MonRabies	A1	1	MonBash	A1	1	ShockAura	NU	1													25	25					25		25	25	25	25	33	25	50	50	50	50	33	50	90	90	90	90	1				50	50	50	5	1000	1000	100	2000	200	250	800							1250	1250	100	2000	225	275	800							1500	1500	100	4000	250	300	800							A1	mana	100	90	120		100	120	160		100	160	240																																																0
baaltentaclex	784	baaltentacle1	baaltentacley	4	Baal Tentacle	baaltentaclex		DemonDeity	Duriel	DemonDeity	44	1									1				2	2		0	0	0	60	80	100	baaltentacle	baaltentacle	10	12	9	6	40	40	40	8	12	18	45	45	45	50	50	50				35	35	35																			1	1										1	1	1										SuccubusBolt	A1	1	MonBash	A1	1	MonRabies	A1	1	PoisonAura	NU	1													25	25					25		25	25	25	25	33	25	50	50	50	50	33	50	90	90	90	90	1				50	50	50	5	1000	1000	100	2000	200	250	800							1250	1250	100	2000	225	275	800							1500	1500	100	4000	250	300	800							A1	stam	100	120	180		100	180	240		100	240	360																																																0
skelchamp	785	skelchamp	necenemydk	0	Skelchamp	necdarkknight		UndeadDemon	NecroPet	Demon	0N	1													1	1		11	14	1				doomknight	doomknight	6	10	10	10	40	40	40	90	90	90																														1						1	1				1			1				1																																				33	33					33	33					33	33					2		1		20	20	20	5	900	900	100		120	240	200							1350	1250	200		180	360	300							1800	1800	300		240	480	400							A1	rand	100	20	40	50	100	30	60	75	100	40	80	100																																															0
coldskullx	786	skmage_cold1	arimythskeleton	4	Coldskull	skmage_cold4		UndeadElemental	Vampire	ElementalMonType	SK	1	1						reanimatedhordex			1			3	3		6	6	2	56	79	99	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1						1				1			1										Glacial Impale	A1	20	MonShiverArmor	A1	20	MonBlizzard	A1	20	MonIceBolt	A1	20																			40				100	25	40	25			104	25	40	50			104	25	2				17	17	17	5	600	600	84	400	100	150	200							800	800	90	600	100	150	200							1000	1000	90	1200	100	150	200							A1	cold	100	90	120	200	100	100	140	150	100	120	150	200																													Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
fireskullx	787	skmage_fire1		4	Fireskull	skmage_fire4		UndeadElemental	Vampire	ElementalMonType	SK	1	1						reanimatedhordex			1			3	3		6	6	2	56	79	99	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1						1				1			1										VampireFireball	A1	20	VampireFirewall	A1	20	MonFireTrauma	A1	20	Imp Fireball	A1	20																			40		100			25	40	25	104			25	40	50	104			25	2				17	17	17	5	600	600	84	400	100	150	200							800	800	90	600	100	150	200							1000	1000	90	1200	100	150	200							A1	fire	100	125	150		100	130	170		100	140	180																														Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
litskullx	788	skmage_ltng1		4	Litskull	skmage_ltng4		UndeadElemental	Vampire	ElementalMonType	SK	1	1						reanimatedhordex			1			3	3		6	6	2	56	79	99	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1						1				1			1										ZakarumLightning	A1	20	MonShockField	A1	20	ZakarumLightning	A1	20	ThunderWave	A1	20																			40			100		25	40	25		104		25	40	50		104		25	2				17	17	17	5	600	600	84	400	100	150	200							800	800	90	600	100	150	200							1000	1000	90	1200	100	150	200							A1	ltng	100	75	200		100	80	220		100	90	240																														Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
plagueskullx	789	skmage_pois1		4	Litskull	skmage_pois4		UndeadElemental	Vampire	ElementalMonType	SK	1	1						reanimatedhordex			1			3	3		6	6	2	56	79	99	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1						1				1			1										AndyPoisonBolt	A1	20	PrimePoisonNova	A1	20	VenomBall	A1	20	UnHolyBolt	A1	20																			40					100	40	25				150	40	50				104	2				17	17	17	5	600	600	84	400	100	150	200							800	800	90	600	100	150	200							1000	1000	90	1200	100	150	200							A1	pois	100	125	125	150	100	150	150	200	100	175	175	250																													Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodgolemx	790	bloodgolem	bloodgolemz	1	BloodGolem	bloodgolem		ElementalConstruct	PinHead	ElementalConstruct	G2	1							goatman4			1			1	1		10	10	1	24	60	80	bloodgolem	bloodgolem	10	12	10	8	40	40	40	80	80	80	1	1	1	80	80	80	1	1	1	80	80	80																			1										1			1										Attack	A1	1																						50	40	20					33		100				50		104				90		104			3				20	20	20	5	750	750	100	600	150	200	250	150	200	250				1250	1250	125	600	175	225	275	175	225	275				1500	1500	125	900	200	250	300	200	250	300																																														Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
irongolemx	791	irongolem	irongolemz	1	IronGolem	irongolem		ElementalConstruct	PinHead	ElementalConstruct	G4	1							scarab4			1			1	1		10	10	1	24	60	80	irongolem	irongolem	10	12	10	8	40	40	40	85	85	85	1	1	1	85	85	85	1	1	1	85	85	85																			1										1			1										MonBash	A1	1																												33					100	40					104	75					104	1				20	20	20	5	750	750	125	600	150	200	250	150	200	250				1250	1250	150	600	175	225	275	175	225	275				1500	1500	150	900	200	250	300	200	250	300																																														Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
firegolemx	792	firegolem	firegolemz	1	FireGolem	firegolem		ElementalConstruct	PinHead	ElementalConstruct	G3	1							clawviper3			1			1	1		10	10	1	24	60	80	firegolem	firegolem	10	12	10	8	40	40	40	90	90	90	1	1	1	90	90	90	1	1	1	90	90	90																			1										1			1										Attack	A1	1																												20	20	100				33	33	104				40	50	104				1				25	25	25	5	750	750	125	600	175	225	250	175	225	250				1250	1250	150	600	200	250	275	175	225	275				1500	1500	150	900	250	300	300	250	300	300																																														Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
claygolemx	793	claygolem	claygolemz	1	ClayGolem	claygolem		ElementalConstruct	PinHead	ElementalConstruct	G1	1							wraith3			1			1	1		10	10	1	24	60	80	claygolem	claygolem	10	12	10	8	40	40	40	95	95	95	1	1	1	95	95	95	1	1	1	95	95	95																			1										1			1										Attack	A1	1																												20				100		33	33			104		40	50			104		1				20	20	20	5	750	750	75	600	150	200	250	150	200	250				1250	1250	100	600	175	225	275	175	225	275				1500	1500	100	900	200	250	300	200	250	300																																														Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
